"","NCBI","Region","Sample","Taxon.x","Sample_id.x","bitscore","pident","qseqid","Rel_size"
"429","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",422,99.145,"M01745:209:000000000BPFVG:1:1101:6279:20824_2:N:0:21",8.50320416193193e-05
"430","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1101:6509:7645_2:N:0:21",0.000378779094486059
"431","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1101:6836:13702_2:N:0:21",0.000115952784026344
"432","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",440,98.4,"M01745:209:000000000BPFVG:1:1101:7520:21465_2:N:0:21",8.50320416193193e-05
"433","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1101:7605:6593_2:N:0:21",0.000363318723282546
"434","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1101:7745:10045_2:N:0:21",0.000347858352079033
"435","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",427,97.233,"M01745:209:000000000BPFVG:1:1101:7866:10292_2:N:0:21",0.00020871501124742
"436","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1101:8288:20373_2:N:0:21",8.50320416193193e-05
"437","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1101:8365:13854_2:N:0:21",0.000293747052866739
"438","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1101:8699:17685_2:N:0:21",0.000332397980875521
"439","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1101:9358:15622_2:N:0:21",0.000316937609672008
"440","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1101:9599:8602_2:N:0:21",0.000247365939256202
"441","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",457,99.6,"M01745:209:000000000BPFVG:1:1102:10138:14349_2:N:0:21",0.000193254640043907
"442","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1102:10951:17051_2:N:0:21",0.00020871501124742
"443","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",440,98.4,"M01745:209:000000000BPFVG:1:1102:11046:7461_2:N:0:21",0.000162333897636882
"444","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1102:11884:17884_2:N:0:21",0.000170064083238639
"445","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",446,98.805,"M01745:209:000000000BPFVG:1:1102:12463:19638_2:N:0:21",0.000100492412822832
"446","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:12466:23935_1:N:0:21",7.7301856017563e-05
"447","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:12633:6154_1:N:0:21",0.00378006075925883
"448","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1102:12844:23824_2:N:0:21",0.000602954476936991
"449","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",459,99.602,"M01745:209:000000000BPFVG:1:1102:13060:17904_2:N:0:21",0.063503474718428
"450","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1102:14661:4359_1:N:0:21",0.000301477238468496
"451","Hit","ITS1","829","H_attenuatum","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1102:14698:5567_2:N:0:21",0.000131413155229857
"452","Hit","ITS1","829","H_maculatum_type_2","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1102:14698:5567_2:N:0:21",0.000131413155229857
"453","Hit","ITS1","829","H_tetrapterum","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1102:14698:5567_2:N:0:21",0.000131413155229857
"454","Hit","ITS1","829","H_undulatum","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1102:14698:5567_2:N:0:21",0.000131413155229857
"455","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",346,98.477,"M01745:209:000000000BPFVG:1:1102:14853:10066_1:N:0:21",0.000541112992122941
"456","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:15038:3363_1:N:0:21",0.000479271507308891
"457","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:15399:3791_1:N:0:21",0.00272102533181822
"458","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",342,97.97,"M01745:209:000000000BPFVG:1:1102:15499:7662_1:N:0:21",0.000409699836893084
"459","Hit","ITS1","829","H_maculatum_type_2","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1102:15681:9984_1:N:0:21",0.00457626987623973
"460","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:15809:12644_1:N:0:21",0.000100492412822832
"461","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",348,98.485,"M01745:209:000000000BPFVG:1:1102:16392:13879_1:N:0:21",8.50320416193193e-05
"462","Hit","ITS1","829","H_tetrapterum","829_ITS1",364,100,"M01745:209:000000000BPFVG:1:1102:16530:2441_1:N:0:21",0.00489320748591174
"463","Hit","ITS1","829","H_undulatum","829_ITS1",364,100,"M01745:209:000000000BPFVG:1:1102:16530:2441_1:N:0:21",0.00489320748591174
"464","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",348,98.485,"M01745:209:000000000BPFVG:1:1102:16612:3214_1:N:0:21",0.00190162565803205
"465","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1102:16924:12012_2:N:0:21",0.000123682969628101
"466","Hit","ITS1","829","H_tetrapterum","829_ITS1",364,100,"M01745:209:000000000BPFVG:1:1102:17113:2309_1:N:0:21",0.00549616196284873
"467","Hit","ITS1","829","H_undulatum","829_ITS1",364,100,"M01745:209:000000000BPFVG:1:1102:17113:2309_1:N:0:21",0.00549616196284873
"468","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:17603:6325_1:N:0:21",7.7301856017563e-05
"469","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1102:17670:12073_1:N:0:21",0.000177794268840395
"470","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",348,98.485,"M01745:209:000000000BPFVG:1:1102:17847:5298_1:N:0:21",0.00149192582113897
"471","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",346,98.477,"M01745:209:000000000BPFVG:1:1102:18023:2779_1:N:0:21",0.000517922435317672
"472","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",350,98.492,"M01745:209:000000000BPFVG:1:1102:18143:3074_1:N:0:21",0.0011672580258652
"473","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",342,97.97,"M01745:209:000000000BPFVG:1:1102:18175:14711_1:N:0:21",0.000541112992122941
"474","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1102:18335:19155_2:N:0:21",0.000115952784026344
"475","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1102:18611:15662_1:N:0:21",0.00917573030928473
"476","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",348,98.477,"M01745:209:000000000BPFVG:1:1102:18891:21182_1:N:0:21",0.000610684662538748
"477","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1102:19437:18825_2:N:0:21",0.000108222598424588
"478","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",348,98.485,"M01745:209:000000000BPFVG:1:1102:19823:2557_1:N:0:21",0.00181659361641273
"479","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",446,98.8,"M01745:209:000000000BPFVG:1:1102:19934:21323_2:N:0:21",0.000332397980875521
"480","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:19956:12287_1:N:0:21",0.000556573363326453
"481","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",348,98.485,"M01745:209:000000000BPFVG:1:1102:20192:4125_1:N:0:21",0.00185524454442151
"482","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",350,98.492,"M01745:209:000000000BPFVG:1:1102:20371:5748_1:N:0:21",0.00154603712035126
"483","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",348,98.477,"M01745:209:000000000BPFVG:1:1102:20549:8442_1:N:0:21",7.7301856017563e-05
"484","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",350,98.492,"M01745:209:000000000BPFVG:1:1102:21151:3152_1:N:0:21",0.00154603712035126
"485","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",351,98.985,"M01745:209:000000000BPFVG:1:1102:21392:6498_1:N:0:21",0.00290654978626037
"486","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1102:21520:7627_1:N:0:21",0.00883560214280745
"487","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1102:21526:13283_1:N:0:21",0.000255096124857958
"488","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:21697:12196_1:N:0:21",0.00035558853768079
"489","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:21845:9617_1:N:0:21",0.00027055649606147
"490","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1102:21858:14094_2:N:0:21",0.000293747052866739
"491","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",342,97.97,"M01745:209:000000000BPFVG:1:1102:22083:16462_1:N:0:21",0.000340128166477277
"492","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",446,98.8,"M01745:209:000000000BPFVG:1:1102:23053:24985_2:N:0:21",0.000502462064114159
"493","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:23054:12675_1:N:0:21",0.000247365939256202
"494","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1102:24537:25763_1:N:0:21",9.27622272210756e-05
"495","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:24964:8606_1:N:0:21",0.000471541321707134
"496","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:25503:20519_1:N:0:21",0.00316164591111833
"497","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:25694:21314_1:N:0:21",0.000502462064114159
"498","Hit","ITS1","829","H_attenuatum","829_ITS1",446,98.8,"M01745:209:000000000BPFVG:1:1102:26068:13139_2:N:0:21",0.000177794268840395
"499","Hit","ITS1","829","H_maculatum_type_2","829_ITS1",446,98.8,"M01745:209:000000000BPFVG:1:1102:26068:13139_2:N:0:21",0.000177794268840395
"500","Hit","ITS1","829","H_tetrapterum","829_ITS1",446,98.8,"M01745:209:000000000BPFVG:1:1102:26068:13139_2:N:0:21",0.000177794268840395
"501","Hit","ITS1","829","H_undulatum","829_ITS1",446,98.8,"M01745:209:000000000BPFVG:1:1102:26068:13139_2:N:0:21",0.000177794268840395
"502","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:26588:16367_1:N:0:21",0.000231905568052689
"503","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",348,98.477,"M01745:209:000000000BPFVG:1:1102:26855:8315_1:N:0:21",0.000262826310459714
"504","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",348,98.477,"M01745:209:000000000BPFVG:1:1102:2738:15157_1:N:0:21",0.000108222598424588
"505","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1102:27424:19194_2:N:0:21",0.000200984825645664
"506","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",342,97.97,"M01745:209:000000000BPFVG:1:1102:28034:14118_1:N:0:21",9.27622272210756e-05
"507","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1102:28097:17332_1:N:0:21",0.000216445196849176
"508","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",346,98.477,"M01745:209:000000000BPFVG:1:1102:29073:12193_1:N:0:21",0.000378779094486059
"509","Hit","ITS1","829","H_delphicum","829_ITS1",318,97.838,"M01745:209:000000000BPFVG:1:1102:3437:12418_1:N:0:21",0.000494731878512403
"510","Hit","ITS1","829","H_maculatum_type_2","829_ITS1",318,97.838,"M01745:209:000000000BPFVG:1:1102:3437:12418_1:N:0:21",0.000494731878512403
"511","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",318,97.838,"M01745:209:000000000BPFVG:1:1102:3437:12418_1:N:0:21",0.000494731878512403
"512","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:4323:12674_1:N:0:21",0.00056430354892821
"513","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:4324:18257_1:N:0:21",0.00035558853768079
"514","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1102:4994:15727_1:N:0:21",0.00490866785711525
"515","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:5130:10008_1:N:0:21",8.50320416193193e-05
"516","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:5561:10103_1:N:0:21",0.000579763920131722
"517","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",350,98.492,"M01745:209:000000000BPFVG:1:1102:5593:8785_1:N:0:21",0.00136051266590911
"518","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:6371:12706_1:N:0:21",0.000301477238468496
"519","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1102:7209:24591_1:N:0:21",0.000316937609672008
"520","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1102:7355:9498_2:N:0:21",0.000108222598424588
"521","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1102:8010:17623_1:N:0:21",9.27622272210756e-05
"522","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",342,97.97,"M01745:209:000000000BPFVG:1:1102:8529:24182_1:N:0:21",0.000100492412822832
"523","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1102:8705:3633_2:N:0:21",0.000131413155229857
"524","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1102:8792:10902_1:N:0:21",9.27622272210756e-05
"525","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",346,98.477,"M01745:209:000000000BPFVG:1:1102:8936:23032_1:N:0:21",0.000525652620919428
"526","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",342,97.97,"M01745:209:000000000BPFVG:1:1102:9365:8156_1:N:0:21",8.50320416193193e-05
"527","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1102:9368:4588_2:N:0:21",0.000162333897636882
"528","Hit","ITS1","829","H_tetrapterum","829_ITS1",364,100,"M01745:209:000000000BPFVG:1:1102:9973:2660_1:N:0:21",0.00371821927444478
"529","Hit","ITS1","829","H_undulatum","829_ITS1",364,100,"M01745:209:000000000BPFVG:1:1102:9973:2660_1:N:0:21",0.00371821927444478
"530","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1103:10069:25191_2:N:0:21",0.000100492412822832
"531","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",342,97.97,"M01745:209:000000000BPFVG:1:1103:10850:4261_1:N:0:21",0.00027055649606147
"532","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1103:13171:20193_2:N:0:21",0.000108222598424588
"533","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1103:13719:5136_2:N:0:21",0.000448350764901865
"534","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",241,88.372,"M01745:209:000000000BPFVG:1:1103:14611:4076_1:N:0:21",0.00014687352643337
"535","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",241,88.372,"M01745:209:000000000BPFVG:1:1103:14611:4076_1:N:0:21",0.00014687352643337
"536","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1103:15792:2244_2:N:0:21",0.000115952784026344
"537","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1103:16024:9884_2:N:0:21",0.000440620579300109
"538","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1103:16120:4028_1:N:0:21",0.00253550087737607
"539","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",453,99.206,"M01745:209:000000000BPFVG:1:1103:16631:21771_2:N:0:21",0.000177794268840395
"540","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1103:16653:2597_1:N:0:21",7.7301856017563e-05
"541","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",440,98.4,"M01745:209:000000000BPFVG:1:1103:16813:26080_2:N:0:21",0.000162333897636882
"542","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",342,97.97,"M01745:209:000000000BPFVG:1:1103:16845:3519_1:N:0:21",0.00027055649606147
"543","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1103:17036:20650_1:N:0:21",0.0992555831265509
"544","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",348,98.477,"M01745:209:000000000BPFVG:1:1103:17634:27640_1:N:0:21",0.000108222598424588
"545","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",348,98.477,"M01745:209:000000000BPFVG:1:1103:17634:27640_1:N:0:21",0.000108222598424588
"546","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1103:17783:24478_1:N:0:21",8.50320416193193e-05
"547","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",453,99.203,"M01745:209:000000000BPFVG:1:1103:20230:9266_2:N:0:21",0.0456312856071674
"548","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1103:20523:11921_2:N:0:21",0.000123682969628101
"549","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1103:20524:27696_1:N:0:21",0.00126002025308628
"550","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",346,98.477,"M01745:209:000000000BPFVG:1:1103:20827:17047_1:N:0:21",0.000170064083238639
"551","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",449,98.814,"M01745:209:000000000BPFVG:1:1103:20906:25431_2:N:0:21",0.00922211142289526
"552","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1103:22081:5885_1:N:0:21",0.00645470497746651
"553","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1103:22435:5372_2:N:0:21",0.000139143340831613
"554","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",448,99.194,"M01745:209:000000000BPFVG:1:1103:22572:6832_2:N:0:21",0.000641605404945773
"555","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1103:22633:21183_1:N:0:21",8.50320416193193e-05
"556","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1103:22920:12243_1:N:0:21",0.067244884549678
"557","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1103:23267:11863_1:N:0:21",0.0870341596901742
"558","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1103:25028:24862_1:N:0:21",0.000185524454442151
"559","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1103:25212:22975_2:N:0:21",0.000332397980875521
"560","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1103:25865:14160_1:N:0:21",0.00342447222157804
"561","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1103:28048:17992_1:N:0:21",7.7301856017563e-05
"562","Hit","ITS1","829","H_maculatum_type_2","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1103:4438:13724_1:N:0:21",9.27622272210756e-05
"563","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1103:4944:17139_2:N:0:21",0.000185524454442151
"564","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1103:6339:25576_1:N:0:21",0.0109923239256975
"565","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",348,98.477,"M01745:209:000000000BPFVG:1:1103:7665:18025_1:N:0:21",0.000108222598424588
"566","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",435,98,"M01745:209:000000000BPFVG:1:1103:7820:21544_2:N:0:21",9.27622272210756e-05
"567","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1103:8371:24533_2:N:0:21",9.27622272210756e-05
"568","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",342,97.97,"M01745:209:000000000BPFVG:1:1103:8377:3555_1:N:0:21",0.000278286681663227
"569","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1103:9011:4545_1:N:0:21",0.000579763920131722
"570","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",451,99.2,"M01745:209:000000000BPFVG:1:1104:13214:13839_2:N:0:21",0.000115952784026344
"571","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",453,99.597,"M01745:209:000000000BPFVG:1:1104:14081:18692_2:N:0:21",0.0140457472383912
"572","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",241,98.529,"M01745:209:000000000BPFVG:1:1104:14316:3223_2:N:0:21",0.000115952784026344
"573","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1104:15218:26454_1:N:0:21",8.50320416193193e-05
"574","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",350,98.974,"M01745:209:000000000BPFVG:1:1104:17028:16255_1:N:0:21",9.27622272210756e-05
"575","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1104:17168:4727_1:N:0:21",0.00027055649606147
"576","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1104:19423:6160_1:N:0:21",0.000448350764901865
"577","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1104:21246:20353_1:N:0:21",0.000108222598424588
"578","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",331,98.413,"M01745:209:000000000BPFVG:1:1104:22372:9291_1:N:0:21",8.50320416193193e-05
"579","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",331,98.413,"M01745:209:000000000BPFVG:1:1104:22372:9291_1:N:0:21",8.50320416193193e-05
"580","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1104:22671:23478_1:N:0:21",0.000177794268840395
"581","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1104:25286:16537_1:N:0:21",8.50320416193193e-05
"582","Hit","ITS1","829","H_attenuatum","829_ITS1",446,98.8,"M01745:209:000000000BPFVG:1:1104:28292:16074_2:N:0:21",9.27622272210756e-05
"583","Hit","ITS1","829","H_maculatum_type_2","829_ITS1",446,98.8,"M01745:209:000000000BPFVG:1:1104:28292:16074_2:N:0:21",9.27622272210756e-05
"584","Hit","ITS1","829","H_tetrapterum","829_ITS1",446,98.8,"M01745:209:000000000BPFVG:1:1104:28292:16074_2:N:0:21",9.27622272210756e-05
"585","Hit","ITS1","829","H_undulatum","829_ITS1",446,98.8,"M01745:209:000000000BPFVG:1:1104:28292:16074_2:N:0:21",9.27622272210756e-05
"586","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",440,98.4,"M01745:209:000000000BPFVG:1:1104:29036:14594_2:N:0:21",0.000950812829016025
"587","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",446,98.8,"M01745:209:000000000BPFVG:1:1104:4286:13017_2:N:0:21",0.000587494105733479
"588","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",342,97.97,"M01745:209:000000000BPFVG:1:1104:6493:18054_1:N:0:21",9.27622272210756e-05
"589","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",348,98.477,"M01745:209:000000000BPFVG:1:1104:6902:7274_1:N:0:21",9.27622272210756e-05
"590","Hit","ITS1","829","H_perforatum_type_2","829_ITS1",353,98.985,"M01745:209:000000000BPFVG:1:1104:7943:10730_1:N:0:21",0.000224175382450933
"591","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1104:8670:10609_1:N:0:21",0.000231905568052689
"592","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",313,97.283,"M01745:209:000000000BPFVG:1:1105:10928:12008_1:N:0:21",9.27622272210756e-05
"593","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",342,97.97,"M01745:209:000000000BPFVG:1:1105:13170:4335_1:N:0:21",0.000100492412822832
"594","Hit","ITS1","829","H_maculatum_type_2","829_ITS1",359,99.492,"M01745:209:000000000BPFVG:1:1105:13791:10513_1:N:0:21",8.50320416193193e-05
"595","Hit","ITS1","829","H_perforatum_type_3","829_ITS1",440,98.4,"M01745:209:000000000BPFVG:1:1105:17757:8212_2:N:0:21",0.000456080950503622
"596","Hit","ITS1","829","H_perforatum_type_1","829_ITS1",440,99.184,"M01745:209:000000000BPFVG:1:1105:17817:10769_2:N:0:21",7.7301856017563e-05
"597","Hit","ITS1","829","H_attenuatum","829_ITS1",449,99.197,"M01745:209:000000000BPFVG:1:1105:18208:25063_2:N:0:21",7.7301856017563e-05
"598","Hit","ITS1","829","H_maculatum_type_2","829_ITS1",449,99.197,"M01745:209:000000000BPFVG:1:1105:18208:25063_2:N:0:21",7.7301856017563e-05
